key,item,date,price,customer
ORD-076,Espresso,2024-01-08,3.56,CUST-349
ORD-077,Mocha,2024-01-18,4.83,CUST-756
ORD-078,Sandwich,2024-01-29,12.32,CUST-234
ORD-079,Cappuccino,2024-01-31,7.21,CUST-578
ORD-080,Latte,2024-01-08,15.43,CUST-005
ORD-081,Sandwich,2024-01-14,17.95,CUST-360
ORD-082,Espresso,2024-01-09,2.97,CUST-437
ORD-083,Latte,2024-01-26,7.71,CUST-726
ORD-084,Cake,2024-01-04,17.38,CUST-981
ORD-085,Cappuccino,2024-01-02,15.42,CUST-314
ORD-086,Espresso,2024-01-01,13.23,CUST-022
ORD-087,Cappuccino,2024-01-18,11.33,CUST-134
ORD-088,Cake,2024-01-23,7.51,CUST-852
ORD-089,Coffee,2024-01-30,6.17,CUST-284
ORD-090,Coffee,2024-01-23,14.02,CUST-455
ORD-091,Tea,2024-01-14,15.07,CUST-932
ORD-092,Espresso,2024-01-02,8.88,CUST-765
ORD-093,Sandwich,2024-01-09,5.67,CUST-592
ORD-094,Cappuccino,2024-01-19,11.55,CUST-075
ORD-095,Tea,2024-01-12,16.07,CUST-173
ORD-096,Coffee,2024-01-22,2.75,CUST-984
ORD-097,Mocha,2024-01-19,11.98,CUST-819
ORD-098,Cake,2024-01-29,3.87,CUST-875
ORD-099,Sandwich,2024-01-09,16.29,CUST-361
ORD-100,Espresso,2024-01-04,15.11,CUST-790
ORD-101,Coffee,2024-01-08,19.99,CUST-110
ORD-102,Espresso,2024-01-20,12.52,CUST-213
ORD-103,Coffee,2024-01-28,18.38,CUST-310
ORD-104,Espresso,2024-01-24,9.96,CUST-562
ORD-105,Latte,2024-01-20,10.47,CUST-458
ORD-106,Latte,2024-01-01,7.8,CUST-070
ORD-107,Coffee,2024-01-22,11.62,CUST-390
ORD-108,Espresso,2024-01-18,2.6,CUST-016
ORD-109,Mocha,2024-01-11,15.33,CUST-999
ORD-110,Sandwich,2024-01-13,19.82,CUST-575
ORD-111,Mocha,2024-01-09,10.23,CUST-382
ORD-112,Latte,2024-01-13,14.79,CUST-239
ORD-113,Sandwich,2024-01-31,4.55,CUST-545
ORD-114,Coffee,2024-01-22,2.1,CUST-675
ORD-115,Cappuccino,2024-01-17,4.83,CUST-099
ORD-116,Coffee,2024-01-29,5.11,CUST-480
ORD-117,Tea,2024-01-31,17.89,CUST-974
ORD-118,Coffee,2024-01-29,4.46,CUST-355
ORD-119,Cappuccino,2024-01-07,10.65,CUST-330
ORD-120,Cake,2024-01-11,19.2,CUST-128
ORD-121,Mocha,2024-01-23,10.05,CUST-360
ORD-122,Sandwich,2024-01-03,15.94,CUST-719
ORD-123,Coffee,2024-01-02,11.46,CUST-399
ORD-124,Coffee,2024-01-27,14.21,CUST-648
ORD-125,Tea,2024-01-08,19.17,CUST-158
ORD-126,Espresso,2024-01-24,10.66,CUST-706
ORD-127,Sandwich,2024-01-27,6.47,CUST-683
ORD-128,Sandwich,2024-01-18,9.59,CUST-277
ORD-129,Cappuccino,2024-01-08,19.03,CUST-409
ORD-130,Espresso,2024-01-04,11.79,CUST-425
ORD-131,Espresso,2024-01-13,4.45,CUST-128
ORD-132,Coffee,2024-01-16,12.77,CUST-829
ORD-133,Cake,2024-01-23,17.29,CUST-178
ORD-134,Cappuccino,2024-01-01,12.23,CUST-822
ORD-135,Tea,2024-01-28,19.32,CUST-480
ORD-136,Cake,2024-01-30,16.29,CUST-083
ORD-137,Coffee,2024-01-12,13.35,CUST-394
ORD-138,Sandwich,2024-01-13,12.64,CUST-601
ORD-139,Cappuccino,2024-01-26,2.85,CUST-495
ORD-140,Tea,2024-01-18,6.65,CUST-641
ORD-141,Espresso,2024-01-22,19.02,CUST-689
ORD-142,Sandwich,2024-01-17,12.56,CUST-504
ORD-143,Cake,2024-01-09,10.02,CUST-864
ORD-144,Cappuccino,2024-01-23,10.49,CUST-602
ORD-145,Mocha,2024-01-31,16.09,CUST-943
ORD-146,Mocha,2024-01-18,10.17,CUST-524
ORD-147,Cappuccino,2024-01-14,13.14,CUST-652
ORD-148,Espresso,2024-01-16,2.01,CUST-683
ORD-149,Espresso,2024-01-25,16.15,CUST-172
ORD-150,Coffee,2024-01-30,14.71,CUST-135
ORD-151,Cappuccino,2024-01-31,16.33,CUST-555
ORD-152,Coffee,2024-01-04,18.43,CUST-230
ORD-153,Cappuccino,2024-01-17,2.92,CUST-909
ORD-154,Cake,2024-01-01,9.01,CUST-228
ORD-155,Sandwich,2024-01-05,11.1,CUST-070
ORD-156,Cake,2024-01-10,18.3,CUST-421
ORD-157,Latte,2024-01-25,16.85,CUST-317
ORD-158,Tea,2024-01-05,3.72,CUST-448
ORD-159,Tea,2024-01-20,15.88,CUST-404
ORD-160,Cappuccino,2024-01-14,19.69,CUST-578
ORD-161,Tea,2024-01-06,2.2,CUST-195
ORD-162,Espresso,2024-01-12,4.97,CUST-371
ORD-163,Cappuccino,2024-01-06,10.57,CUST-069
ORD-164,Sandwich,2024-01-11,9.06,CUST-470
ORD-165,Latte,2024-01-14,4.71,CUST-622
ORD-166,Mocha,2024-01-23,3.05,CUST-187
ORD-167,Coffee,2024-01-24,19.78,CUST-414
ORD-168,Latte,2024-01-25,4.47,CUST-698
ORD-169,Sandwich,2024-01-17,16.87,CUST-409
ORD-170,Espresso,2024-01-01,11.78,CUST-632
ORD-171,Cake,2024-01-26,10.95,CUST-224
ORD-172,Mocha,2024-01-23,15.77,CUST-951
ORD-173,Mocha,2024-01-03,4.1,CUST-232
ORD-174,Tea,2024-01-22,19.7,CUST-756
ORD-175,Mocha,2024-01-21,5.96,CUST-952
ORD-176,Espresso,2024-01-04,6.48,CUST-539
ORD-177,Espresso,2024-01-20,8.72,CUST-490
ORD-178,Espresso,2024-01-15,13.67,CUST-431
ORD-179,Cake,2024-01-30,18.66,CUST-757
ORD-180,Tea,2024-01-18,4.99,CUST-984
ORD-181,Cappuccino,2024-01-28,2.4,CUST-383
ORD-182,Mocha,2024-01-08,16.44,CUST-161
ORD-183,Cappuccino,2024-01-31,12.95,CUST-991
ORD-184,Cake,2024-01-19,12.52,CUST-108
ORD-185,Latte,2024-01-28,5.67,CUST-732
ORD-186,Latte,2024-01-21,10.25,CUST-064
ORD-187,Tea,2024-01-20,13.26,CUST-240
ORD-188,Mocha,2024-01-12,10.17,CUST-416
ORD-189,Cappuccino,2024-01-04,18.3,CUST-771
ORD-190,Espresso,2024-01-17,11.67,CUST-439
ORD-191,Cappuccino,2024-01-17,3.86,CUST-880
ORD-192,Tea,2024-01-25,13.78,CUST-937
ORD-193,Cake,2024-01-25,7.76,CUST-557
ORD-194,Tea,2024-01-07,18.99,CUST-156
ORD-195,Sandwich,2024-01-10,16.61,CUST-130
ORD-196,Coffee,2024-01-17,6.83,CUST-477
ORD-197,Cake,2024-01-24,11.79,CUST-398
ORD-198,Sandwich,2024-01-20,8.95,CUST-244
ORD-199,Cake,2024-01-31,16.71,CUST-896
ORD-200,Latte,2024-01-30,8.81,CUST-460
ORD-201,Sandwich,2024-01-09,10.47,CUST-522
ORD-202,Cake,2024-01-08,14.6,CUST-166
ORD-203,Mocha,2024-01-28,5.86,CUST-987
ORD-204,Sandwich,2024-01-05,4.34,CUST-762
ORD-205,Espresso,2024-01-21,10.38,CUST-692
ORD-206,Mocha,2024-01-13,16.52,CUST-352
ORD-207,Latte,2024-01-05,17.26,CUST-912
ORD-208,Tea,2024-01-17,6.49,CUST-376
ORD-209,Cake,2024-01-31,15.85,CUST-462
ORD-210,Sandwich,2024-01-18,6.48,CUST-250
ORD-211,Cake,2024-01-06,12.14,CUST-746
ORD-212,Coffee,2024-01-25,6.27,CUST-909
ORD-213,Espresso,2024-01-31,2.76,CUST-802
ORD-214,Latte,2024-01-21,16.6,CUST-735
ORD-215,Sandwich,2024-01-27,3.65,CUST-271
ORD-216,Tea,2024-01-02,2.32,CUST-707
ORD-217,Cake,2024-01-19,14.89,CUST-843
ORD-218,Sandwich,2024-01-03,4.83,CUST-440
ORD-219,Espresso,2024-01-11,17.82,CUST-727
ORD-220,Sandwich,2024-01-22,18.18,CUST-729
ORD-221,Coffee,2024-01-23,12.12,CUST-761
ORD-222,Sandwich,2024-01-03,8.47,CUST-377
ORD-223,Mocha,2024-01-22,6.42,CUST-729
ORD-224,Cake,2024-01-15,3.0,CUST-091
ORD-225,Latte,2024-01-27,14.84,CUST-287
ORD-226,Coffee,2024-01-07,12.88,CUST-916
ORD-227,Mocha,2024-01-01,7.55,CUST-061
ORD-228,Mocha,2024-01-30,14.26,CUST-802
ORD-229,Sandwich,2024-01-10,4.94,CUST-287
ORD-230,Mocha,2024-01-09,2.68,CUST-406
ORD-231,Coffee,2024-01-03,19.12,CUST-009
ORD-232,Espresso,2024-01-26,17.55,CUST-173
ORD-233,Espresso,2024-01-25,5.26,CUST-973
ORD-234,Espresso,2024-01-24,10.09,CUST-238
ORD-235,Latte,2024-01-02,7.18,CUST-084
ORD-236,Latte,2024-01-13,14.29,CUST-793
ORD-237,Espresso,2024-01-22,11.55,CUST-107
ORD-238,Sandwich,2024-01-07,16.98,CUST-180
ORD-239,Espresso,2024-01-06,9.3,CUST-098
ORD-240,Cake,2024-01-25,14.38,CUST-736
ORD-241,Sandwich,2024-01-01,11.34,CUST-382
ORD-242,Coffee,2024-01-01,8.45,CUST-921
ORD-243,Coffee,2024-01-18,14.11,CUST-182
ORD-244,Sandwich,2024-01-15,9.57,CUST-635
ORD-245,Mocha,2024-01-25,8.87,CUST-438
ORD-246,Cappuccino,2024-01-18,19.44,CUST-806
ORD-247,Tea,2024-01-05,6.76,CUST-217
ORD-248,Sandwich,2024-01-14,4.31,CUST-665
ORD-249,Cake,2024-01-19,18.8,CUST-534
ORD-250,Tea,2024-01-04,3.97,CUST-965
ORD-251,Espresso,2024-01-12,7.82,CUST-103
ORD-252,Cappuccino,2024-01-09,14.37,CUST-888
ORD-253,Tea,2024-01-18,11.15,CUST-435
ORD-254,Coffee,2024-01-13,10.22,CUST-748
ORD-255,Tea,2024-01-01,4.26,CUST-616
ORD-256,Tea,2024-01-09,7.57,CUST-923
ORD-257,Latte,2024-01-13,5.05,CUST-772
ORD-258,Mocha,2024-01-02,19.57,CUST-508
ORD-259,Sandwich,2024-01-05,13.95,CUST-390
ORD-260,Sandwich,2024-01-20,13.78,CUST-247
ORD-261,Sandwich,2024-01-03,3.39,CUST-941
ORD-262,Coffee,2024-01-20,7.25,CUST-265
ORD-263,Cake,2024-01-19,12.22,CUST-070
ORD-264,Cake,2024-01-25,14.77,CUST-335
ORD-265,Mocha,2024-01-19,4.47,CUST-225
ORD-266,Cappuccino,2024-01-24,12.33,CUST-336
ORD-267,Tea,2024-01-11,11.54,CUST-669
ORD-268,Cappuccino,2024-01-15,6.15,CUST-223
ORD-269,Sandwich,2024-01-13,4.46,CUST-478
ORD-270,Tea,2024-01-20,18.22,CUST-193
ORD-271,Cappuccino,2024-01-04,4.89,CUST-562
ORD-272,Cappuccino,2024-01-04,4.55,CUST-749
ORD-273,Coffee,2024-01-27,6.27,CUST-550
ORD-274,Mocha,2024-01-03,7.98,CUST-403
ORD-275,Cappuccino,2024-01-29,8.53,CUST-371
ORD-276,Espresso,2024-01-09,5.1,CUST-351
ORD-277,Latte,2024-01-12,11.74,CUST-072
ORD-278,Mocha,2024-01-25,2.97,CUST-087
ORD-279,Mocha,2024-01-22,4.61,CUST-116
ORD-280,Coffee,2024-01-29,7.41,CUST-925
ORD-281,Mocha,2024-01-14,3.6,CUST-267
ORD-282,Mocha,2024-01-19,10.06,CUST-625
ORD-283,Espresso,2024-01-19,6.04,CUST-143
ORD-284,Tea,2024-01-16,7.46,CUST-645
ORD-285,Latte,2024-01-22,18.28,CUST-439
ORD-286,Mocha,2024-01-04,17.75,CUST-625
ORD-287,Coffee,2024-01-27,6.41,CUST-186
ORD-288,Coffee,2024-01-12,9.59,CUST-777
ORD-289,Coffee,2024-01-15,2.75,CUST-070
ORD-290,Latte,2024-01-19,18.65,CUST-775
ORD-291,Cake,2024-01-01,4.89,CUST-898
ORD-292,Latte,2024-01-17,19.19,CUST-901
ORD-293,Cappuccino,2024-01-23,8.27,CUST-867
ORD-294,Cappuccino,2024-01-06,3.46,CUST-850
ORD-295,Cappuccino,2024-01-09,2.44,CUST-497
ORD-296,Latte,2024-01-24,14.78,CUST-493
ORD-297,Cake,2024-01-15,11.24,CUST-970
ORD-298,Cake,2024-01-24,15.4,CUST-937
ORD-299,Cake,2024-01-17,7.51,CUST-374
ORD-300,Tea,2024-01-31,8.37,CUST-968
ORD-301,Mocha,2024-01-17,19.6,CUST-310
ORD-302,Cappuccino,2024-01-17,3.06,CUST-867
ORD-303,Latte,2024-01-28,12.87,CUST-204
ORD-304,Latte,2024-01-31,19.2,CUST-420
ORD-305,Cake,2024-01-25,19.53,CUST-526
ORD-306,Tea,2024-01-19,8.2,CUST-544
ORD-307,Tea,2024-01-07,2.7,CUST-210
ORD-308,Coffee,2024-01-06,19.77,CUST-941
ORD-309,Mocha,2024-01-25,14.09,CUST-666
ORD-310,Tea,2024-01-26,19.01,CUST-346
ORD-311,Espresso,2024-01-17,13.74,CUST-733
ORD-312,Latte,2024-01-25,10.1,CUST-868
ORD-313,Sandwich,2024-01-12,17.04,CUST-581
ORD-314,Cappuccino,2024-01-18,9.7,CUST-095
ORD-315,Coffee,2024-01-15,14.85,CUST-569
ORD-316,Espresso,2024-01-07,4.75,CUST-880
ORD-317,Tea,2024-01-15,12.19,CUST-711
ORD-318,Espresso,2024-01-23,10.28,CUST-756
ORD-319,Coffee,2024-01-29,17.54,CUST-313
ORD-320,Espresso,2024-01-18,15.51,CUST-390
ORD-321,Cake,2024-01-21,10.14,CUST-617
ORD-322,Mocha,2024-01-29,19.09,CUST-791
ORD-323,Cappuccino,2024-01-16,18.74,CUST-475
ORD-324,Tea,2024-01-31,14.33,CUST-013
ORD-325,Tea,2024-01-26,16.47,CUST-691
ORD-326,Espresso,2024-01-11,7.71,CUST-411
ORD-327,Latte,2024-01-18,2.51,CUST-357
ORD-328,Mocha,2024-01-31,17.98,CUST-422
ORD-329,Espresso,2024-01-02,4.17,CUST-633
ORD-330,Sandwich,2024-01-21,9.18,CUST-699
ORD-331,Sandwich,2024-01-19,4.78,CUST-673
ORD-332,Mocha,2024-01-20,17.04,CUST-607
ORD-333,Coffee,2024-01-22,16.6,CUST-649
ORD-334,Espresso,2024-01-24,16.06,CUST-924
ORD-335,Espresso,2024-01-19,7.07,CUST-054
ORD-336,Espresso,2024-01-21,12.49,CUST-983
ORD-337,Cake,2024-01-31,4.86,CUST-767
ORD-338,Cake,2024-01-27,17.47,CUST-426
ORD-339,Tea,2024-01-19,19.2,CUST-797
ORD-340,Mocha,2024-01-03,5.17,CUST-536
ORD-341,Tea,2024-01-19,15.18,CUST-836
ORD-342,Coffee,2024-01-07,5.7,CUST-730
ORD-343,Cake,2024-01-03,14.23,CUST-415
ORD-344,Espresso,2024-01-08,2.18,CUST-622
ORD-345,Mocha,2024-01-02,18.86,CUST-724
ORD-346,Cake,2024-01-28,5.78,CUST-207
ORD-347,Latte,2024-01-21,6.72,CUST-071
ORD-348,Mocha,2024-01-25,3.99,CUST-562
ORD-349,Coffee,2024-01-20,3.87,CUST-094
ORD-350,Coffee,2024-01-12,10.9,CUST-133
ORD-351,Tea,2024-01-12,2.15,CUST-982
ORD-352,Espresso,2024-01-12,14.16,CUST-451
ORD-353,Latte,2024-01-10,18.1,CUST-802
ORD-354,Mocha,2024-01-20,17.87,CUST-918
ORD-355,Latte,2024-01-15,11.54,CUST-148
ORD-356,Latte,2024-01-20,6.01,CUST-402
ORD-357,Coffee,2024-01-07,6.91,CUST-404
ORD-358,Latte,2024-01-27,18.77,CUST-506
ORD-359,Espresso,2024-01-30,9.08,CUST-885
ORD-360,Cake,2024-01-22,14.89,CUST-320
ORD-361,Cake,2024-01-16,7.28,CUST-710
ORD-362,Latte,2024-01-23,17.4,CUST-091
ORD-363,Espresso,2024-01-25,11.78,CUST-879
ORD-364,Tea,2024-01-03,13.19,CUST-811
ORD-365,Tea,2024-01-08,9.83,CUST-981
ORD-366,Cake,2024-01-10,2.89,CUST-402
ORD-367,Latte,2024-01-05,6.77,CUST-869
ORD-368,Latte,2024-01-06,16.36,CUST-759
ORD-369,Latte,2024-01-09,17.18,CUST-852
ORD-370,Espresso,2024-01-09,15.42,CUST-249
ORD-371,Espresso,2024-01-19,4.0,CUST-996
ORD-372,Espresso,2024-01-12,3.97,CUST-416
ORD-373,Cappuccino,2024-01-24,2.11,CUST-708
ORD-374,Coffee,2024-01-28,19.39,CUST-617
ORD-375,Mocha,2024-01-10,11.59,CUST-827
ORD-376,Cappuccino,2024-01-24,3.54,CUST-539
ORD-377,Espresso,2024-01-28,15.84,CUST-052
ORD-378,Sandwich,2024-01-05,14.81,CUST-760
ORD-379,Mocha,2024-01-30,18.85,CUST-283
ORD-380,Cake,2024-01-21,16.04,CUST-418
ORD-381,Espresso,2024-01-15,13.8,CUST-033
ORD-382,Tea,2024-01-30,3.98,CUST-087
ORD-383,Cake,2024-01-18,2.6,CUST-007
ORD-384,Tea,2024-01-17,12.07,CUST-715
ORD-385,Coffee,2024-01-15,11.57,CUST-954
ORD-386,Latte,2024-01-17,2.88,CUST-954
ORD-387,Coffee,2024-01-10,17.37,CUST-860
ORD-388,Cake,2024-01-02,16.52,CUST-381
ORD-389,Mocha,2024-01-03,8.84,CUST-265
ORD-390,Espresso,2024-01-31,13.54,CUST-569
ORD-391,Latte,2024-01-05,19.02,CUST-287
ORD-392,Coffee,2024-01-26,3.49,CUST-327
ORD-393,Mocha,2024-01-31,5.53,CUST-428
ORD-394,Latte,2024-01-03,19.98,CUST-421
ORD-395,Cappuccino,2024-01-24,6.94,CUST-319
ORD-396,Cappuccino,2024-01-14,8.86,CUST-326
ORD-397,Cappuccino,2024-01-15,8.8,CUST-725
ORD-398,Coffee,2024-01-17,9.58,CUST-215
ORD-399,Coffee,2024-01-12,11.53,CUST-586
ORD-400,Mocha,2024-01-10,15.9,CUST-085
ORD-401,Cake,2024-01-29,8.17,CUST-291
ORD-402,Cake,2024-01-06,17.96,CUST-402
ORD-403,Coffee,2024-01-26,16.62,CUST-146
ORD-404,Latte,2024-01-18,4.71,CUST-974
ORD-405,Espresso,2024-01-16,12.14,CUST-783
ORD-406,Cappuccino,2024-01-26,6.48,CUST-986
ORD-407,Espresso,2024-01-15,13.64,CUST-847
ORD-408,Mocha,2024-01-16,15.13,CUST-615
ORD-409,Tea,2024-01-21,10.68,CUST-597
ORD-410,Espresso,2024-01-12,3.81,CUST-423
ORD-411,Coffee,2024-01-21,6.41,CUST-457
ORD-412,Mocha,2024-01-26,18.63,CUST-557
ORD-413,Mocha,2024-01-19,10.23,CUST-831
ORD-414,Cappuccino,2024-01-15,7.92,CUST-656
ORD-415,Sandwich,2024-01-15,17.62,CUST-369
ORD-416,Coffee,2024-01-24,8.78,CUST-412
ORD-417,Mocha,2024-01-24,15.04,CUST-593
ORD-418,Mocha,2024-01-14,4.24,CUST-159
ORD-419,Mocha,2024-01-05,11.71,CUST-562
ORD-420,Coffee,2024-01-21,14.61,CUST-215
ORD-421,Sandwich,2024-01-17,13.65,CUST-448
ORD-422,Sandwich,2024-01-18,9.22,CUST-281
ORD-423,Cake,2024-01-12,8.46,CUST-752
ORD-424,Sandwich,2024-01-21,7.45,CUST-424
ORD-425,Espresso,2024-01-02,18.75,CUST-761
ORD-426,Espresso,2024-01-02,11.88,CUST-227
ORD-427,Cappuccino,2024-01-26,10.47,CUST-114
ORD-428,Tea,2024-01-15,16.56,CUST-125
ORD-429,Cappuccino,2024-01-09,19.34,CUST-512
ORD-430,Mocha,2024-01-05,11.58,CUST-644
ORD-431,Coffee,2024-01-02,8.18,CUST-665
ORD-432,Cappuccino,2024-01-07,2.16,CUST-400
ORD-433,Latte,2024-01-14,18.2,CUST-901
ORD-434,Espresso,2024-01-02,14.93,CUST-547
ORD-435,Coffee,2024-01-01,13.2,CUST-665
ORD-436,Sandwich,2024-01-11,11.09,CUST-670
ORD-437,Coffee,2024-01-15,19.75,CUST-626
ORD-438,Latte,2024-01-09,14.03,CUST-604
ORD-439,Cappuccino,2024-01-12,10.22,CUST-958
ORD-440,Latte,2024-01-18,19.58,CUST-096
ORD-441,Espresso,2024-01-21,6.1,CUST-003
ORD-442,Cappuccino,2024-01-11,17.47,CUST-117
ORD-443,Cappuccino,2024-01-27,13.93,CUST-944
ORD-444,Espresso,2024-01-10,7.18,CUST-946
ORD-445,Cake,2024-01-26,9.76,CUST-547
ORD-446,Espresso,2024-01-23,16.73,CUST-313
ORD-447,Sandwich,2024-01-21,2.29,CUST-890
ORD-448,Mocha,2024-01-08,18.94,CUST-967
ORD-449,Cake,2024-01-01,2.62,CUST-299
ORD-450,Tea,2024-01-29,12.4,CUST-231
ORD-451,Coffee,2024-01-27,17.13,CUST-255
ORD-452,Cappuccino,2024-01-25,17.65,CUST-669
ORD-453,Cake,2024-01-29,6.51,CUST-464
ORD-454,Cake,2024-01-20,11.7,CUST-349
ORD-455,Latte,2024-01-22,8.78,CUST-049
ORD-456,Cake,2024-01-22,18.07,CUST-125
ORD-457,Cappuccino,2024-01-25,6.03,CUST-947
ORD-458,Coffee,2024-01-18,9.17,CUST-018
ORD-459,Mocha,2024-01-23,6.98,CUST-888
ORD-460,Sandwich,2024-01-07,18.12,CUST-700
ORD-461,Coffee,2024-01-21,16.88,CUST-197
ORD-462,Tea,2024-01-03,8.88,CUST-343
ORD-463,Mocha,2024-01-24,4.01,CUST-347
ORD-464,Coffee,2024-01-17,10.05,CUST-786
ORD-465,Cappuccino,2024-01-21,3.96,CUST-956
ORD-466,Latte,2024-01-08,8.98,CUST-083
ORD-467,Sandwich,2024-01-29,15.59,CUST-777
ORD-468,Mocha,2024-01-19,14.08,CUST-417
ORD-469,Cake,2024-01-06,12.39,CUST-123
ORD-470,Coffee,2024-01-20,11.43,CUST-433
ORD-471,Espresso,2024-02-18,17.37,CUST-429
ORD-472,Sandwich,2024-02-23,9.94,CUST-168
ORD-473,Cake,2024-02-21,7.67,CUST-786
ORD-474,Coffee,2024-02-14,8.64,CUST-581
ORD-475,Espresso,2024-02-23,15.37,CUST-309
ORD-476,Latte,2024-02-18,9.09,CUST-862
ORD-477,Sandwich,2024-02-20,3.37,CUST-422
ORD-478,Latte,2024-02-15,3.47,CUST-703
ORD-479,Latte,2024-02-10,7.28,CUST-213
ORD-480,Latte,2024-02-17,17.48,CUST-877
ORD-481,Mocha,2024-02-25,4.68,CUST-186
ORD-482,Mocha,2024-02-01,8.28,CUST-976
ORD-483,Espresso,2024-02-16,4.94,CUST-150
ORD-484,Coffee,2024-02-19,19.32,CUST-422
ORD-485,Coffee,2024-02-12,7.27,CUST-323
ORD-486,Mocha,2024-02-10,2.53,CUST-930
ORD-487,Mocha,2024-02-17,10.79,CUST-340
ORD-488,Cappuccino,2024-02-21,2.93,CUST-766
ORD-489,Espresso,2024-02-07,13.79,CUST-823
ORD-490,Mocha,2024-02-19,6.49,CUST-172
ORD-491,Cappuccino,2024-02-15,10.85,CUST-735
ORD-492,Mocha,2024-02-14,12.2,CUST-668
ORD-493,Sandwich,2024-02-06,4.42,CUST-444
ORD-494,Latte,2024-02-18,9.79,CUST-850
ORD-495,Sandwich,2024-02-06,5.3,CUST-123
ORD-496,Cappuccino,2024-02-28,9.38,CUST-973
ORD-497,Coffee,2024-02-13,15.5,CUST-362
ORD-498,Cake,2024-02-16,6.35,CUST-675
